PN,DESCRIPTION,COMPONENT PN,CERTIFICATE,QTY,Owner
351-1119-010,IC,622-2921-006,FAA,1,HX
351-1151-010,MICROCIRCUIT,"822-0299-001,822-0299-020",FAA,1,HX
3.51117E+11,TRANSISTOR,,JAA FORM1,1,HX
351-1174-022,IC,622-5047-100,Confirm When Quote,2,HX
351-1177-010,IC,622-7878-201,FAA,3,HX
351-1199-030,IC,822-0990-004,FAA,1,HX
351-1217-052,IC,622-7998-013,FAA,1,HX
351-1218-020,IC,622-3257-001,FAA,1,HX
351-1218-020,IC,622-3257-001,Confirm When Quote,6,HX
351-1224-070,IC,622-5797-001,Confirm When Quote,1,HX
351-1262-010,IC,,Confirm When Quote,4,HX
351-1271-022,I.C.,,FAA,2,HX
351-1278-010,IC,822-0334-002,FAA,5,HX
351-1304-010,IC,,Confirm When Quote,10,HX
351-1327-020,IC,827-3448-001,FAA,5,HX
351-1327-020,IC,827-3448-001,FAA,5,HX
351-1367-030,IC,622-7878-201,FAA,1,HX
351-1392-012,IC,622-7998-013,FAA,3,HX
351-1392-180,MICROCIRCUIT,622-5132-633,FAA,1,HX
351-1392-190,MICROCIRCUIT,822-1710-204,FAA,1,HX
351-1463-040,IC,822-0987-003,FAA,5,HX
351-1527-010,IC,622-2921-006,OEM COC,15,HX
351-1527-010,IC,622-2921-006,FAA,2,HX
351-2597-010,MICROCIRCUIT,822-1293-332,FAA,2,HX
351-3084-020,IC,822-0323-020,FAA,1,HX
351-3113-100,IC,822-1710-002,FAA,2,HX
351-3136-010,IC,822-1710-001,FAA,3,HX
351-3136-010,IC,822-1710-001,FAA,9,HX
351-3136-050,IC,822-1710-002,FAA,2,HX
351-3178-010,MICROCIRCUIT,822-1567-102,FAA,1,HX
351-3245-080,MICROCIRCUIT,822-0299-020,FAA,1,HX
351-3259-010,"IC,PLD",822-1710-001,FAA,1,HX
351-3416-010,MICROCIRCUIT,822-0297-020,FAA,1,HX
351-3576-010,IC,822-1710-204,FAA,4,HX
351-3595-040,INTEGRATED CIRCUIT,622-5132-633,FAA,4,HX
351-3595-100,INTEGRATED CIRCUIT,822-1338-003,FAA,5,HX
351-3629-010,IC,49-117-10,FAA,1,HX
351-3690-012,IC,622-4591-512,FAA,2,HX
351-3704-160,MICROCIRCUIT,822-0990-003,FAA,2,HX
351-3705-090,IC,822-1710-204,FAA,2,HX
351-3705-090,IC,822-1710-204,FAA,1,HX
351-3706-160,IC,822-0987-003,FAA,1,HX
351-3928-020,MICROCIRCUIT,622-5132-633,FAA,1,HX
351-4503-010,IC,822-1710-002,FAA,2,HX
351-4507-020,IC,822-0334-020,FAA,2,HX
351-4566-010,FMEMORY,822-0987-003,FAA,1,HX
351-4571-050,IC,822-1710-002,FAA,1,HX
351-5176-172,MICROCIRCUIT RAM,622-9436-101,FAA,17,HX
351-5176-172,MICROCIRCUIT RAM,622-9436-101,FAA,14,HX
351-6372-020,MICROCIRCUIT,822-1710-204,FAA,3,HX
351-7141-010,IC,65-52807-76,Confirm When Quote,1,HX
351-7607-040,IC,622-2921-006,FAA,5,HX
351-7617-030,集成块,622-2921-006,OEM COC,10,HX
351-7680-010,IC,,Confirm When Quote,5,HX
351-7761-040,IC,622-5219-001,Confirm When Quote,37,HX
351-7761-040,IC,622-5219-001,Confirm When Quote,2,HX
351-7761-040,IC,622-5219-001,Confirm When Quote,8,HX
351-8180-010,IC,,Confirm When Quote,1,HX
351-8184-010,IC,42-016-01,OEM COC,9,HX
351-8186-010,IC,622-3257-001,Confirm When Quote,4,HX
351-8195-010,IC,622-2921-001,OEM COC,1,HX
351-8252-020,IC,622-4542-103,FAA,3,HX
351-8259-010,VCO,622-3890-020,FAA,1,HX
351-8314-010,IC,42-016-01,OEM COC,12,HX
351-8392-080,IC,622-2884-001,OEM COC,1,HX
351-8413-050,IC,4061100-901,OEM COC,3,HX
351-8423-040,IC,,OEM COC,1,HX
351-8423-100,IC,,OEM COC,1,HX
351-8471-050,IC,C202163382D32,FAA,1,HX
351-8493-020,IC,822-0334-002,FAA,1,HX
351-8768-011,IC,622-5001-701,FAA,1,HX
351-9603-020,IC,622-5132-633,FAA,4,HX
35-1H5-320,HOUSING,35-1H5-1002,EASA,1,HX
3520-0525-01,FAUCET ASSY,,FAA,1,HX
3520-0533-01,"ASSY, BREW HANDLE",4511-2611-00,EASA,1,HX
3520-0551-01,TANK HEATER ASSY,4511-2611-00,FAA,3,HX
3520-0560-03,"ASSY, PANEL, FRONT",4511-2121-00,FAA,1,HX
3520-0581-01,LOW WATER SENSOR,,FAA,1,HX
352-0342-000,OBSOLETE PART,,Confirm When Quote,3,HX
352-0603-010,TRANSISTOR,622-5272-120,FAA,2,HX
352-0605-010,TRANSISTOR,622-4542-103,FAA,1,HX
352-0690-020,TRANSISTOR,622-1396-101,Confirm When Quote,5,HX
352-0704-020,TRANSISTOR,822-0693-120,FAA,2,HX
352-0711-030,TRANSISTOR,622-4096-001,Confirm When Quote,3,HX
352-0734-010,TRANSISTOR,622-5272-120,FAA,1,HX
352-0734-010,TRANSISTOR,622-5272-120,FAA,1,HX
352-0740-010,TRANSISTOR,622-5219-001,OEM COC,7,HX
352-0756-050,TRANSISTOR,,Confirm When Quote,4,HX
352-0766-010,TRANSISTOR,822-1044-003,FAA,1,HX
352-1014-030,TRANSISTOR,622-5135-002,FAA,1,HX
352-1042-010,TRANSISTOR,622-5219-001,Confirm When Quote,7,HX
352-1043-020,TRANSISTOR,622-7878-201,FAA,2,HX
352-1058-040,TRNSISTOR,622-6136-001,FAA,1,HX
352-1059-010,TRANSISTOR,622-2921-001,FAA,3,HX
352-1065-060,TRANSISTOR,622-2921-006,FAA,1,HX
352-1068-010,TRANSISTOR,777-1492-004,FAA,1,HX
352-1101-010,TRANSISTOR,622-2921-006,FAA,1,HX
352-1102-010,TRANSISTOR,622-2921-006,FAA,3,HX
352-1143-020,TRANSISTOR,622-5132-109,FAA,1,HX
352-1168-010,TRANSISTOR,066-1093-30,Confirm When Quote,1,HX
352-1168-010,TRANSISTOR,066-1093-30,Confirm When Quote,1,HX
352-1175-010,TRANSISTOR,,OEM COC,2,HX
352-1302-330,TRANSISTOR,822-1287-120,FAA,1,HX
352-1507-020,TRANSISTOR,822-1047-020,FAA,1,HX
352-1507-020,TRANSISTOR,822-1047-020,FAA,1,HX
352-1534-010,TRANSISTOR,622-5446-001,OEM COC,2,HX
352-1557-010,场效应管,622-6153-001,Confirm When Quote,2,HX
352-1564-010,TRANSISTOR,822-1250-021,FAA,2,HX
352-1584-010,TRANSISTOR,822-1338-003,FAA,1,HX
352-1966-060,IC,822-1293-003,FAA,1,HX
352-5511-010,TRANSISTOR,,FAA,1,HX
352-5550-010,TRANSISTOR,,Confirm When Quote,1,HX
352-5552-010,TRANSISTOR,,Confirm When Quote,1,HX
352-5552-010,TRANSISTOR,,FAA,1,HX
352-5553-010,TRANSISTOR,,FAA,1,HX
352-5553-010,TRANSISTOR,,FAA,1,HX
352-5553-010,TRANSISTOR,,FAA,2,HX
352-7500-140,TRANSISTOR,622-7999-003,FAA,2,HX
352-7510-010,TRANSISTOR,,OEM COC,1,HX
352-9114-010,TRANSISTOR,622-7878-201,OEM COC,3,HX
352-9114-020,TRANSISTOR A5Q28 A5Q35,822-1567-101,FAA,1,HX
352-9653-050,TRANSISTOR,822-1338-001,FAA,21,HX
352-9663-090,INSULATOR,822-1293-003,FAA,2,HX
352-9984-010,保持架,,Confirm When Quote,2,HX
3530-0050-27,机架组件,,Confirm When Quote,1,HX
3530-0244-01,"BUTTON, POWER",,FAA,1,HX
3530-0245-01,"BUTTON, BREW",,FAA,1,HX
3530-0246-01,"BUTTON, TEA",4511-2611-00,FAA,1,HX
3530-0246-01,"BUTTON, TEA",4511-2611-00,FAA,2,HX
3530-0247-01,"BUTTON, WARMER",4511-2611-00,EASA,1,HX
3530-0248-01,"BUTTON, HOT",,FAA,1,HX
3530-0249-01,"BUTTON, COLD",4511-2611-00,EASA,1,HX
353-0221-180,DIODE,622-5135-802,FAA,1,HX
353-0477-020,DIODE,822-1338-003,FAA,2,HX
353-0514-010,DIODE,822-0990-003,FAA,3,HX
353-0626-050,DIODE,622-5135-802,FAA,1,HX
353-097,TRANSISTOR,6664287-0,Confirm When Quote,3,HX
353-1284-010,DIODE,622-5132-633,FAA,2,HX
353-2607-020,DIODE,822-0990-003,FAA,1,HX
353-2708-000,DIODE,622-4540-001,FAA,7,HX
353-2710-000,DIODE,822-0334-002,FAA,8,HX
353-2720-000,DIODE,622-0389-020,FAA,6,HX
353-2975-000,SEMICONDUCTOR,,FAA,10,HX
353-3174-000,DIODE,622-5272-120,FAA,1,HX
353-3185-000,DIODE,,OEM COC,3,HX
353-3370-000,SEMICONDUCTOR,,OEM COC,2,HX
353-3568-010,DIODE,622-5272-120,OEM COC,5,HX
353-3568-010,DIODE,622-5272-120,Confirm When Quote,2,HX
353-3591-050,DIODE,622-4542-103,FAA,2,HX
353-3644-010,DIODE,622-3890-021,FAA,2,HX
353-3691-010,DIODE,622-5222-001,FAA,4,HX
353-3696-010,DIODE,622-4540-001,FAA,2,HX
353-3696-010,DIODE,622-4540-001,FAA,1,HX
353-3755-010,DIODE,622-3890-014,FAA,3,HX
353-3761-010,DIODE,622-5132-633,FAA,1,HX
353-3765-030,DIODE,822-1710-001,FAA,4,HX
353-3766-020,DIODE,822-1710-001,FAA,2,HX
353-3847-010,DIODE,822-0987-003,FAA,1,HX
353-3847-010,DIODE,822-0987-003,FAA,1,HX
353-3847-010,DIODE,822-0987-003,FAA,1,HX
353-6481-370,DIODE,,OEM COC,2,HX
353-6481-510,DIODE,,OEM COC,4,HX
353-6510-060,DIODE,622-5222-102,Confirm When Quote,4,HX
353-6522-230,DIODE,,OEM COC,5,HX
353-6522-450,DIODE,622-5047-101,Confirm When Quote,3,HX
353-6556-010,DIODE,792-6140-001,FAA,1,HX
353-6556-010,DIODE,792-6140-001,FAA,6,HX
353-6558-040,DIODE,622-7878-201,FAA,5,HX
353-8137-100,DIODE,822-1710-001,FAA,3,HX
353-8161-010,DIODE,822-0987-003,FAA,2,HX
353-8501-010,DIODE,622-5046-101,FAA,15,HX
353-9014-070,DIODE,,FAA,3,HX
353-9019-120,DIODE,827-3448-001,FAA,6,HX
353-9019-130,DIODE,827-3448-001,FAA,19,HX
353-9019-130,DIODE,827-3448-001,FAA,10,HX
353-9039-100,DIODE,622-8001-370,FAA,2,HX
353-9039-150,DIODE,622-8001-370,FAA,1,HX
353-9048-170,DIODE,827-3448-001,FAA,16,HX
3540S-626-502,电位器,,Confirm When Quote,2,HX
3542-0,DB插孔,2013-1A,FAA,2,HX
3542-2,测试孔,2013-1A,FAA,1,HX
355-0529-010,循环器,622-4540-001,Confirm When Quote,2,HX
355-0530-010,CIRCULATOR,822-0329-020,FAA,1,HX
35629-009,EARTIP ASSEMBLY,64000-100,FAA,9,HX
357-0093-010,COVER,622-5132-109,FAA,2,HX
3575-0830-01,螺套,,Confirm When Quote,1,HX
3575-1325-01,"BODY, VENT VALVE",,EASA,1,HX
3575-1329-01,WASHER,4510-22UF-00,EASA,1,HX
357-7552-010,联接套管,,Confirm When Quote,4,HX
357-7552-020,CONNECTOR,,Confirm When Quote,2,HX
357-7552-020,CONNECTOR,,Confirm When Quote,1,HX
357-7552-040,CONNECTOR,,Confirm When Quote,1,HX
357-7563-020,CONNECTOR,622-5222-001,FAA,2,HX
35805-0,控制盒,,Confirm When Quote,1,HX
35805-0,控制盒,,Confirm When Quote,1,HX
3591-4CN375,衬套,3-1692-1,FAA,10,HX
359-4118-160,"CONNECTOR, RCPT ELEC",622-4717-003,FAA,1,HX
35BC1527A2,RELAY,964-0453-001,Confirm When Quote,11,HX
36005-0113,SHIM,8055515-4501,FAA,6,HX
36016-0005,WASHER,2041223-0424,OEM COC,9,HX
3602587-0501,COVER,2041444-0405,FAA,1,HX
36039-3406,WASHER,8055515-4501,FAA,20,HX
3604972-1002,CIRCUIT,2041168-7513,FAA,1,HX
36062-0006,WASHER,8055515-4501,FAA,1,HX
3611539-0002,COVER,2041444-0404,FAA,1,HX
3614400-8,AIR FLOW SENSOR,,FAA,1,HX
36151,TERMINAL,64753-001-003,Confirm When Quote,20,HX
361-987,TRANSISTOR,,OEM COC,3,HX
361A9702P6,CAPACITOR,285A1300-1,FAA,39,HX
362A4300P1,Nameplate Marker,285U0037-616,FAA,6,HX
362A4323P1,MARKER,285W0024-1B,FAA,15,HX
362A4323P1,MARKER,285W0024-1B,FAA,1,HX
362A4430P1,MARKER,285W0024-1G,FAA,1,HX
362A5459P1,ID PLATE,69-37399-13,FAA,4,HX
362A5835P2,IC,285A1600-6,FAA,2,HX
362A5875P2,Programmable Logic,69-37399-13,FAA,5,HX
362A7299G2,LABEL KIT,285A1010-6,FAA,1,HX
362A7299G2,LABEL KIT,285A1010-6,FAA,2,HX
362A7666P21,Bar Code Label,69-37399-13,FAA,5,HX
362A8389P8,CONNECTOR,285A1010-109,FAA,2,HX
362A8709P022,RESISTOR,285A1200-1,FAA,2,HX
362A8709P022,RESISTOR,285A1200-1,FAA,2,HX
363A2023P311,CONNECTOR,,FAA,2,HX
363A2023P8,"CONNECTOR, 11-PIN",285T0855-5,FAA,1,HX
363A2461P5,MARKER,285W0024-1G,FAA,1,HX
363A6238P1,TRANSISTOR,285T0554-5,FAA,1,HX
367-027-005,油量监控器,367-027-005,CAAC,1,HX
367-3673,CAP,6664287-0,OEM COC,13,HX
370-0016,OPTOSLTR,G6992-12,FAA,1,HX
370-0056-210,CONNECTOR,622-7998-003,FAA,2,HX
3700073,SPRING,600622-00-502,Confirm When Quote,8,HX
370-0125-002,THERMOSTATIC SWITCH,2041444-0401,FAA,1,HX
370-0501-040,联接器组件,,Confirm When Quote,1,HX
370-2071-000,联接器,622-5046-101,Confirm When Quote,2,HX
370-2072-000,CONNECTOR,622-4096-001,Confirm When Quote,1,HX
370-7040-000,齿轮,,Confirm When Quote,14,HX
371-0383-020,"SCREW, JACK ASSEMBLY",822-1567-102,FAA,4,HX
372-0033-380,CONNECTOR,822-1710-204,FAA,1,HX
372-0033-380,CONNECTOR,822-1710-204,FAA,4,HX
372-0077-200,"CONNECTOR, ELASTOMERIC",622-5001-109,Confirm When Quote,2,HX
372-0077-250,CONNECTOR ELECT,622-8001-350,FAA,10,HX
372-2501-050,触片,822-0987-003,FAA,2,HX
372-2514-180,联接器针,,Confirm When Quote,98,HX
372-2601-026,CONTACT,827-3448-001,FAA,16,HX
372-2601-037,针,622-7878-201,FAA,7,HX
372-2601-047,CONTACT,622-3890-014,FAA,26,HX
372-2601-047,CONTACT,622-3890-014,FAA,1,HX
372-2601-137,TERMINAL,622-3890-014,FAA,20,HX
372-2601-141,CONTACT,827-3448-001,FAA,1,HX
372-2601-141,CONTACT,827-3448-001,FAA,30,HX
373-8500-000,WASHER,822-1293-003,FAA,14,HX
374-0158-003,"SWITCH, PUSH BUTTON",965-1690-052,FAA,2,HX
374-02,MOD KIT,948F458-5,FAA,3,HX
3774782,带推推式电位器,ACP2788AB05,Confirm When Quote,3,HX
3800022-105,方向舵比例变换作动器,,FAA,1,HX
380-0291-001,RELAY,980-6005-074,FAA,6,HX
380-1080-270,"RESISTOR, 10 K",822-1250-020,FAA,5,HX
380-1095-010,电位计,622-7998-003,FAA,4,HX
380-1095-460,变阻器RES,822-1338-003,FAA,5,HX
381-1721-100,"RESISTOR,VAR",622-2921-006,Confirm When Quote,2,HX
382-0027-060,电位器,,Confirm When Quote,3,HX
382-0027-420,电位器,,Confirm When Quote,1,HX
382-0058-060,集成电位计,,Confirm When Quote,1,HX
382637,电机,10031-0000-01,FAA,1,HX
38283,TORQUE LIMITER ASSY,903-1341,FAA,25,HX
383713,胶垫,,Confirm When Quote,5,HX
383714,O-RING,10031-0000-01,FAA,1,HX
387BPGPL,灯,11-6537-7,Confirm When Quote,5,HX
39060967,"PANEL,FRONT EQUIPPED",3907130402,EASA,1,HX
391-017-9001,把手,,Confirm When Quote,2,HX
39384900,SPACER SLEEVE,3907130402,EASA,1,HX
39384900,SPACER SLEEVE,3907130402,EASA,1,HX
39384970,SPACER,C19266BA01,EASA,1,HX
397889,GEAR,,FAA,1,HX
397889,GEAR,,FAA,1,HX
399-11852-ND,IC,9MK412543-00,Confirm When Quote,15,HX
399-6009-ND,CAP,9MK412543-00,Confirm When Quote,15,HX
39986630,SUPPORT,899-0850-004,Confirm When Quote,5,HX
3A084-0225-3,SPRING,1A081-0155-1,FAA,1,HX
3C92B,"COUPLER,OPTO",K217ABM11,Confirm When Quote,1,HX
3E4850/28-0001,TRANSISTOR,763810-1,Confirm When Quote,6,HX
3N261,IC,617-6231-001,Confirm When Quote,8,HX
3PA10CC,"NUT,SELF LOCKING","2067631-5154,785002-9",EASA,12,HX
3PA10CC,"NUT,SELF LOCKING","2067631-5154,785002-9",FAA,2,HX
3SAV1299A2,relay,763810-1,FAA,7,HX
3SAV5004D1,relay,980-4100-HXUS,OEM COC,2,HX
3TL55-7,SWITCH,65B47628-1,FAA,1,HX
3VT281JNK1,"CONNECTOR, 56 PIN",6672M213,FAA,2,HX
400-0056-055,BEARING,980-6005-076,FAA,5,HX
400-0056-055,BEARING,980-6005-076,FAA,2,HX
400-0057-029,BEARING,980-6005-074,FAA,8,HX
400-0057-032,BEARING,980-4100-DXUS,FAA,3,HX
400-0057-032,BEARING,980-4100-DXUS,FAA,2,HX
400-0057-033,BEARING,,FAA,8,HX
400-0181-001,Ball Bearing,2041444-0405,FAA,2,HX
400045B,BUSHING,ACP2788AB04,FAA,2,HX
40006-1A44,CONNECTOR,C16221KA02,Confirm When Quote,1,HX
4001010198,SUPERVISORY CIRCUIT,1982660116,Confirm When Quote,1,HX
4001021275,OP/AMP,1982660116,OEM COC,2,HX
4001040955,VOLTAGE REGULATOR,1982660109,Confirm When Quote,2,HX
4001041042,VOLTAGE REGULATOR,1982660116,Confirm When Quote,2,HX
4001081208,OSCILATOR,9615325060,OEM COC,2,HX
400-111,"GUARD, SWITCH",285T0855-5,OEM COC,2,HX
400-112,GUARD SWITCH,285A1840-8,FAA,2,HX
4001120136,PULSE WIDTH MODULATOR,1982660116,OEM COC,1,HX
4001120136,PULSE WIDTH MODULATOR,1982660116,Confirm When Quote,3,HX
4001120174,"MODULATOR, PULSE WIDTH",1982660116,Confirm When Quote,2,HX
400-122,"GUARD, SWITCH",69-76436-9,Confirm When Quote,1,HX
4002020653,INDUCTOR,1982660116,EASA,4,HX
4002020660,INDUCTOR,1982660116,EASA,4,HX
4002020677,INDUCTOR,1982660116,EASA,4,HX
4002020677,INDUCTOR,1982660116,FAA,2,HX
4002020684,INDUCTOR,9615325060,EASA,2,HX
4002020787,INDUCTOR,9615325060,EASA,2,HX
4002021582,INDUCTOR,1982660109,EASA,4,HX
4002050324,PI FILTER,9615325060,Confirm When Quote,2,HX
4002100494,CHOKE COIL,1982660116,OEM COC,2,HX
4002130701,TRANSFORMER,1982660116,Confirm When Quote,2,HX
4002160513,TRANSFORMER,9615325060,EASA,2,HX
4002160544,TRANSFORMER,9615325060,EASA,2,HX
40030-0001,SPACER,066-50000-2220,FAA,97,HX
4003720-1,relay,4082499-903,FAA,2,HX
4004090-438,RESISTOR,4051600-913,Confirm When Quote,48,HX
4004090-544,RESISTOR,4051600-913,FAA,1,HX
4004090-850,RESISTOR,4051600-914,Confirm When Quote,4,HX
4004090-913,RESISTOR,4051600-914,Confirm When Quote,47,HX
4004090-919,RESISTOR,4051600-914,Confirm When Quote,42,HX
4004090-922,RESISTOR,4051600-913,FAA,1,HX
4004090-929,RESISTOR,4051600-914,Confirm When Quote,43,HX
4005040478,COMPARATOR,1982660116,OEM COC,1,HX
4005979,SPRING,4039892-904,FAA,1,HX
4006200-1,CAP,4051601-932,Confirm When Quote,8,HX
4006200-85,CAPACITOR,4081600-930,FAA,2,HX
4006559-80,RESISTOR,4051600-913,FAA,1,HX
4007210619,MOS-GATE ARRAY,1982660116,EASA,1,HX
4008010140,BRIDGE RECTIFIER,9615325060,Confirm When Quote,1,HX
4008051400,TRANSZORBvDIODE,1982660116,EASA,3,HX
4008110095,SCHOTTKY DIODE,9615325060,Confirm When Quote,2,HX
4008110291,RECTIFIER,1982660116,Confirm When Quote,4,HX
4008170042,MELF ZDIODE,1982660109,OEM COC,18,HX
4009637-44,CONNECTOR,,Confirm When Quote,1,HX
4013886,SPACER,,Confirm When Quote,5,HX
4014007,马达,,Confirm When Quote,1,HX
4014031069,MOS RAM,9615325060,OEM COC,2,HX
4014031227,CMOS-SDRAM,1982660116,Confirm When Quote,3,HX
4014031258,CMOS-SRAM,1982660116,OEM COC,4,HX
4014041406,CMOS EEPROM,1982660116,Confirm When Quote,1,HX
4014042232,FLASH EEPROM,1982660116,Confirm When Quote,1,HX
4014950-400,I.C.,4051601-932,Confirm When Quote,1,HX
401585,RESISTOR,312BS101-1,EASA,8,HX
401635,RESISTOR,312BS101-1,FAA,14,HX
4016952-1,COUPLING,4040800-911,FAA,1,HX
4016952-2,COUPLING,4040800-911,FAA,1,HX
4017010476,ALU-ELKO,1982660109,Confirm When Quote,2,HX
4017010665,CAPACITOR,9615325060,Confirm When Quote,2,HX
4017010672,ALU-ELKO,1982660109,Confirm When Quote,2,HX
4017010751,CAPACITOR,9615325060,Confirm When Quote,1,HX
4017010751,CAPACITOR,9615325060,Confirm When Quote,2,HX
4017011202,ALU-ELKO,1982660116,Confirm When Quote,2,HX
4017030779,PLASTIC FOIL CAPACITOR,1982660109,OEM COC,9,HX
4017178-1,"PLATE,IDENTIFICATION",4073241-901,FAA,5,HX
401-9144-002,"HEADER,RIGH ANGLE",980-4700-001,FAA,1,HX
401-9144-002,"HEADER,RIGH ANGLE",980-4700-001,FAA,2,HX
4020169-215,IC,,Confirm When Quote,5,HX
4020169-415,IC,70450-01801-103,FAA,29,HX
402-1-50158-055,CAPACITOR,49-117-10,OEM COC,3,HX
402-3012-013,套管,980-4700-001,FAA,6,HX
402-3012-013,套管,980-4700-001,FAA,6,HX
4023050020,.NANOFUSE 125VAC 0.5A,1982660116,EASA,2,HX
402-3064-008,胶垫片,980-4700-001,FAA,1,HX
4024030137,N-MOS-FET,1982660116,Confirm When Quote,1,HX
4024030137,N-MOS-FET,1982660116,Confirm When Quote,3,HX
4024030209,N-MOS-FET,9615325060,Confirm When Quote,1,HX
4024030209,N-MOS-FET,9615325060,Confirm When Quote,1,HX
4024030632,N-MOS-FET,1982660116,Confirm When Quote,2,HX
4024030632,N-MOS-FET,1982660116,Confirm When Quote,3,HX
4024030649,N-MOS-FET,1982660116,OEM COC,2,HX
4024030670,N-MOS-FET,1982660116,Confirm When Quote,2,HX
4024030670,N-MOS-FET,1982660116,Confirm When Quote,2,HX
4024060781,"TRANSISTOR, NPN",1982660116,Confirm When Quote,2,HX
402-4075-001,"JACK, AUDIO",965-1690-052,FAA,1,HX
4024110040,PNP TRANSISTOR,9615325060,Confirm When Quote,4,HX
4024110040,PNP TRANSISTOR,9615325060,OEM COC,2,HX
402423,RESISTOR,312BS101-1,FAA,82,HX
402424,RESISTOR,312BS101-1,FAA,53,HX
402425,RESISTOR,312BS101-1,FAA,76,HX
402426,RESISTOR,312BS101-1,FAA,53,HX
402427,RESISTOR,312BS101-1,FAA,53,HX
4024472-504,DIODE,,Confirm When Quote,2,HX
402-6061-001,"LABEL,WARNING",980-4700-003,FAA,1,HX
402-6061-002,"LABEL,WARNING",980-4700-003,FAA,1,HX
402-6105-001,Database Label,965-1676-002,FAA,1,HX
4027391-601,IC,4061100-901,FAA,9,HX
4029447-55,CAPACITOR,4039892-904,FAA,6,HX
4030900-200,IC,4077880-962,FAA,2,HX
4030900-200,IC,4077880-962,FAA,5,HX
4031662-606,IC,4038170-905,Confirm When Quote,8,HX
4031896-441,IC,4061100-901,FAA,1,HX
4034299-7,"MOTOR,DC",4034559-912,FAA,1,HX
40-343-6001-02,WASHER,WL501RC1,Confirm When Quote,5,HX
4034697-271,IC,,Confirm When Quote,4,HX
403-6015-001,WASHER,,Confirm When Quote,4,HX
403-6015-004,WASHER,,Confirm When Quote,4,HX
403-6015-005,WASHER,,Confirm When Quote,4,HX
403-6015-010,WASHER,,Confirm When Quote,4,HX
403-6015-011,WASHER,,Confirm When Quote,2,HX
4036138-1,WEDGE,4034559-901,Confirm When Quote,1,HX
4037220-1,TRANSFORMER,4034559-912,FAA,1,HX
4038033-4,CONTACT,,Confirm When Quote,2,HX
4038214-483,IC,4051600-914,FAA,2,HX
4038224-456,IC,4051601-932,Confirm When Quote,5,HX
4038784-220,螺钉,4082260-939,Confirm When Quote,4,HX
4038784-62,螺钉,622-7878-201,Confirm When Quote,13,HX
4039503-902,IC,4051601-932,FAA,4,HX
4039510-901,4039510-901,4051601-932,FAA,14,HX
4039572-2,同步解算器,4039893-903,FAA,1,HX
4039891-903,指示器,4039891-903,FAA,1,HX
4039893-902,速度表,4039893-902,FAA,1,HX
4039915-462,IC,4038170-905,Confirm When Quote,2,HX
40-40160-0010,SEAL,,Confirm When Quote,3,HX
4040182-906,IC,4051601-932,Confirm When Quote,1,HX
4040504-1,同步器,4051601-932,Confirm When Quote,3,HX
4040535,SWITCH,4082260-939,FAA,1,HX
4040535,SWITCH,4082260-939,FAA,1,HX
4040644,FILTER,4077880-962,FAA,1,HX
4040644,FILTER,4077880-962,FAA,1,HX
4042186-443,CONNECTOR,,Confirm When Quote,2,HX
4049119-901,KNOB,4051601-938,Confirm When Quote,2,HX
4049119-902,KNOB,4051601-938,FAA,1,HX
4049533-447,IC,4051600-913,FAA,1,HX
4049533-447,IC,4051600-913,FAA,1,HX
4050131-420,IC,4077880-962,FAA,2,HX
4050131-420,IC,4077880-962,FAA,4,HX
4050320-37,IC,4051601-932,FAA,3,HX
4050322-33,IC,4058000-904,Confirm When Quote,2,HX
405-0384-001,"MOUNT, LED",980-4700-042,FAA,4,HX
405-0456-008,VALVE,964-0453-001,Confirm When Quote,1,HX
4050555,弹性WASHER,4051601-938,FAA,6,HX
40-511-1439-10E,RESISTOR,755SUE2-4,JAA FORM1,6,HX
4051129-1,IC,4061100-901,FAA,4,HX
40-5123-12,WEDGELOK,49-170-11,OEM COC,5,HX
4051610-902,电路板卡,4051600-913,FAA,1,HX
4051610-902,电路板卡,4051600-913,FAA,3,HX
4051700-116,电路板卡,,FAA,1,HX
4051725-116,插槽,"63600-050-2,4052500-920",Confirm When Quote,15,HX
40-518-700-43E,RESISTOR,755SUE2-4,OEM COC,3,HX
40-518-702-10E,RESISTOR,,Confirm When Quote,4,HX
40-518-702-36E,RESISTOR,755SUE2-4,JAA FORM1,13,HX
40-518-704-10E,RES,755SUE2-4,JAA FORM1,19,HX
40-518-741-22E,RESISTOR,312EDP2-1,JAA FORM1,10,HX
40-518-742-10E,RESISTOR,,JAA FORM1,15,HX
40-518-742-27E,RESISTOR,312EDP2-2,Confirm When Quote,3,HX
40-518-742-36E,RESTRICTOR,755SUE2-4,OEM COC,5,HX
4051901-474,IC,4051601-938,FAA,1,HX
4051941-3,SCREW,,FAA,3,HX
40-522-2704-02R,RESISTOR,SIC5059-13-10,EASA,1,HX
40-522-8724-30,43K ohm 0.1% Resistors,SIC5059-13-20,FAA,2,HX
40-525-681-10,RESISTOR,SIC5059-11-0207,EASA,17,HX
40-526-1662-47E,RESISTOR,,JAA FORM1,5,HX
40-526-1663-30E,RESISTOR,,JAA FORM1,5,HX
40-526-2023-24,RESISTOR,312EDP2-1,OEM COC,2,HX
40-526-631-10E,RESISTOR,"SIC5059-11-0107,066-50007-0111",FAA,5,HX
40-526-631-11E,RESISTOR,"SIC5059-11-0107,622-7998-013",FAA,13,HX
40-526-631-12E,RESISTOR,"SIC5059-11-0107,622-7998-013",FAA,13,HX
